Time,Timestamp,SuccessRate,Latency,CPUUsageRate(%),MemoryUsageRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%)
2023-09-24 09:14:00.615627669 +0000 UTC m=+114157.583701906,1695546840,NaN,2.83638739040616,6.207275390625,5.194805194812535,19.04554086871247,NaN
