time,timestamp,checkoutservice_shippingservice,checkoutservice_emailservice,frontend_recommendationservice,frontend_checkoutservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_cartservice,frontend_productcatalogservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_currencyservice,checkoutservice_paymentservice,frontend_adservice,recommendationservice_productcatalogservice
2023-09-23 17:12:25.075678972 +0000 UTC m=+56462.043753211,1695489145,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:13:24.670569001 +0000 UTC m=+56521.638643256,1695489204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.53191489361703,100.0
2023-09-23 17:14:24.519737063 +0000 UTC m=+56581.487811303,1695489264,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:15:25.112058425 +0000 UTC m=+56642.080132676,1695489325,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:16:24.361717986 +0000 UTC m=+56701.329792250,1695489384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:17:24.606143111 +0000 UTC m=+56761.574217351,1695489444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.02197802197803,100.0
2023-09-23 17:18:24.949763312 +0000 UTC m=+56821.917837551,1695489504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:19:24.32429564 +0000 UTC m=+56881.292369879,1695489564,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:20:24.924269843 +0000 UTC m=+56941.892344098,1695489624,100.0,100.0,100.0,87.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:21:25.286928371 +0000 UTC m=+57002.255002619,1695489685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:22:24.635283239 +0000 UTC m=+57061.603357503,1695489744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 17:23:24.711500502 +0000 UTC m=+57121.679574757,1695489804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0
2023-09-23 17:24:24.975048489 +0000 UTC m=+57181.943122733,1695489864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.526315789473685,100.0
2023-09-23 17:25:24.742046696 +0000 UTC m=+57241.710120962,1695489924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.10526315789474,100.0
2023-09-23 17:26:24.600826264 +0000 UTC m=+57301.568900507,1695489984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.714285714285715,100.0
