time,timestamp,frontend_shippingservice,frontend_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_checkoutservice,recommendationservice_productcatalogservice,frontend_currencyservice,checkoutservice_shippingservice,frontend_productcatalogservice,checkoutservice_emailservice,frontend_adservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_cartservice
2023-09-23 11:30:24.371531471 +0000 UTC m=+35941.339605734,1695468624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:31:24.244276476 +0000 UTC m=+36001.212350723,1695468684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:32:24.478976137 +0000 UTC m=+36061.447050403,1695468744,100.0,100.0,100.0,100.0,45.45454545454546,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:33:24.814525515 +0000 UTC m=+36121.782599751,1695468804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:34:24.213656652 +0000 UTC m=+36181.181730901,1695468864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:35:24.617970856 +0000 UTC m=+36241.586045093,1695468924,100.0,100.0,100.0,100.0,62.50531962762478,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:36:24.652704233 +0000 UTC m=+36301.620778497,1695468984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:37:24.40562549 +0000 UTC m=+36361.373699735,1695469044,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:38:24.107707864 +0000 UTC m=+36421.075782130,1695469104,100.0,100.0,100.0,100.0,62.50000000000002,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:39:24.531926472 +0000 UTC m=+36481.500000709,1695469164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:40:24.600941238 +0000 UTC m=+36541.569015475,1695469224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:41:24.568744292 +0000 UTC m=+36601.536818539,1695469284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:42:24.257335571 +0000 UTC m=+36661.225409837,1695469344,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:43:24.571463349 +0000 UTC m=+36721.539537586,1695469404,100.0,100.0,100.0,100.0,72.72727272727273,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:44:24.929730439 +0000 UTC m=+36781.897804705,1695469464,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:45:24.101804486 +0000 UTC m=+36841.069878723,1695469524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:46:24.52978393 +0000 UTC m=+36901.497858177,1695469584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:47:24.500693748 +0000 UTC m=+36961.468768013,1695469644,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:48:24.397087952 +0000 UTC m=+37021.365162211,1695469704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:49:24.441001047 +0000 UTC m=+37081.409075312,1695469764,100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 11:50:25.742367092 +0000 UTC m=+37142.710441338,1695469825,100.0,100.0,,,,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2023-09-23 11:51:24.59278648 +0000 UTC m=+37201.560860727,1695469884,100.0,100.0,,,,100.0,100.0,,100.0,,100.0,100.0,,
