time,timestamp,frontend_shippingservice,frontend_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_checkoutservice,recommendationservice_productcatalogservice,frontend_currencyservice,checkoutservice_shippingservice,frontend_productcatalogservice,checkoutservice_emailservice,frontend_adservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_cartservice
2023-09-23 19:32:24.736726351 +0000 UTC m=+64861.704800617,1695497544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:33:24.626816809 +0000 UTC m=+64921.594891077,1695497604,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:34:24.688327222 +0000 UTC m=+64981.656401487,1695497664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:35:24.798760479 +0000 UTC m=+65041.766834736,1695497724,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:36:25.097434777 +0000 UTC m=+65102.065509022,1695497785,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:37:24.585658453 +0000 UTC m=+65161.553732693,1695497844,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:38:24.613305058 +0000 UTC m=+65221.581379295,1695497904,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:39:24.345306193 +0000 UTC m=+65281.313380431,1695497964,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:40:24.698342275 +0000 UTC m=+65341.666416521,1695498024,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:41:25.065358058 +0000 UTC m=+65402.033432304,1695498085,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:42:24.645189545 +0000 UTC m=+65461.613263787,1695498144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:43:24.713358561 +0000 UTC m=+65521.681432836,1695498204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:44:24.586340913 +0000 UTC m=+65581.554415161,1695498264,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:45:24.693948052 +0000 UTC m=+65641.662022299,1695498324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:46:25.065710639 +0000 UTC m=+65702.033784907,1695498385,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:47:24.774154693 +0000 UTC m=+65761.742228941,1695498444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:48:25.071887672 +0000 UTC m=+65822.039961920,1695498505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.31168831168831,100.0,100.0,100.0
2023-09-23 19:49:24.754798379 +0000 UTC m=+65881.722872619,1695498564,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:50:24.501118175 +0000 UTC m=+65941.469192416,1695498624,100.0,100.0,100.0,100.0,26.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 19:51:24.773490973 +0000 UTC m=+66001.741565223,1695498684,100.0,100.0,100.0,,10.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
2023-09-23 19:52:24.836222983 +0000 UTC m=+66061.804297226,1695498744,100.0,100.0,,,,100.0,100.0,,100.0,,100.0,100.0,,
2023-09-23 19:53:25.246563103 +0000 UTC m=+66122.214637341,1695498805,100.0,100.0,100.0,,0.0,100.0,100.0,,100.0,,100.0,100.0,,
2023-09-23 19:54:24.575455989 +0000 UTC m=+66181.543530238,1695498864,100.0,100.0,,,,100.0,100.0,,100.0,,100.0,100.0,,
2023-09-23 19:55:24.715630686 +0000 UTC m=+66241.683704941,1695498924,100.0,100.0,,,,100.0,100.0,,100.0,,100.0,100.0,,
