time,timestamp,checkoutservice_shippingservice,checkoutservice_emailservice,frontend_recommendationservice,frontend_checkoutservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_cartservice,frontend_productcatalogservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_currencyservice,checkoutservice_paymentservice,frontend_adservice,recommendationservice_productcatalogservice
2023-09-23 19:56:24.921836251 +0000 UTC m=+66301.889910509,1695498984,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 19:57:24.627501634 +0000 UTC m=+66361.595575871,1695499044,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 19:58:25.395349127 +0000 UTC m=+66422.363423392,1695499105,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 19:59:24.846632781 +0000 UTC m=+66481.814707019,1695499164,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:00:24.627712389 +0000 UTC m=+66541.595786656,1695499224,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:01:24.830795646 +0000 UTC m=+66601.798869912,1695499284,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:02:24.734086314 +0000 UTC m=+66661.702160590,1695499344,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:03:25.151410707 +0000 UTC m=+66722.119484945,1695499405,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:04:24.866665385 +0000 UTC m=+66781.834739623,1695499464,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 20:05:25.139591904 +0000 UTC m=+66842.107666143,1695499525,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:06:24.792797145 +0000 UTC m=+66901.760871416,1695499584,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 20:07:24.53182586 +0000 UTC m=+66961.499900099,1695499644,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 20:08:25.212480958 +0000 UTC m=+67022.180555215,1695499705,,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
