time,timestamp,checkoutservice_currencyservice,frontend_recommendationservice,frontend_checkoutservice,recommendationservice_productcatalogservice,checkoutservice_shippingservice,frontend_shippingservice,checkoutservice_cartservice,checkoutservice_emailservice,checkoutservice_productcatalogservice,frontend_adservice,frontend_productcatalogservice,frontend_cartservice,frontend_currencyservice,checkoutservice_paymentservice
2023-09-22 21:10:01.96813819 +0000 UTC m=+157963.671323875,1695417001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:11:01.486834479 +0000 UTC m=+158023.190020166,1695417061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:12:01.628276581 +0000 UTC m=+158083.331462266,1695417121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:13:01.593256685 +0000 UTC m=+158143.296442388,1695417181,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:14:01.56847469 +0000 UTC m=+158203.271660396,1695417241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:15:01.516027709 +0000 UTC m=+158263.219213410,1695417301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:16:01.492344778 +0000 UTC m=+158323.195530482,1695417361,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:17:02.061942236 +0000 UTC m=+158383.765127945,1695417422,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:18:01.65249667 +0000 UTC m=+158443.355682355,1695417481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:19:01.62128379 +0000 UTC m=+158503.324469493,1695417541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:20:01.760890038 +0000 UTC m=+158563.464075736,1695417601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:21:01.61586886 +0000 UTC m=+158623.319054565,1695417661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:22:01.582754893 +0000 UTC m=+158683.285940598,1695417721,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:23:01.908812796 +0000 UTC m=+158743.611998500,1695417781,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:24:01.768201421 +0000 UTC m=+158803.471387142,1695417841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:25:01.690311929 +0000 UTC m=+158863.393497613,1695417901,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:26:02.170632567 +0000 UTC m=+158923.873818272,1695417962,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.53846153846153,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:27:01.720988241 +0000 UTC m=+158983.424173950,1695418021,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:28:01.692013832 +0000 UTC m=+159043.395199533,1695418081,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:29:01.820235945 +0000 UTC m=+159103.523421649,1695418141,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:30:01.74623337 +0000 UTC m=+159163.449419059,1695418201,100.0,100.0,100.0,100.0,100.0,100.0,100.0,53.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:31:01.523214798 +0000 UTC m=+159223.226400516,1695418261,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:32:01.969955647 +0000 UTC m=+159283.673141333,1695418321,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.42857142857143,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:33:01.886693166 +0000 UTC m=+159343.589878872,1695418381,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.41379310344827,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:34:01.362071575 +0000 UTC m=+159403.065257286,1695418441,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.61538461538461,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:35:01.745155498 +0000 UTC m=+159463.448341212,1695418501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:36:01.591075513 +0000 UTC m=+159523.294261198,1695418561,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:37:01.919449629 +0000 UTC m=+159583.622635333,1695418621,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:38:01.776086 +0000 UTC m=+159643.479271706,1695418681,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.5,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:39:01.829053853 +0000 UTC m=+159703.532239535,1695418741,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.61538461538461,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:40:01.739928814 +0000 UTC m=+159763.443114519,1695418801,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.5,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:41:01.6389481 +0000 UTC m=+159823.342133804,1695418861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:42:01.688616373 +0000 UTC m=+159883.391802081,1695418921,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.3529411764706,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:43:02.058839975 +0000 UTC m=+159943.762025667,1695418982,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:44:01.832830882 +0000 UTC m=+160003.536016581,1695419041,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 21:45:01.668770002 +0000 UTC m=+160063.371955707,1695419101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
