time,timestamp,frontend_adservice,checkoutservice_shippingservice,checkoutservice_paymentservice,frontend_productcatalogservice,frontend_checkoutservice,frontend_recommendationservice,checkoutservice_emailservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_cartservice,checkoutservice_cartservice,frontend_currencyservice,frontend_shippingservice
2023-09-24 02:58:01.052500689 +0000 UTC m=+91598.020574956,1695524281,98.36065573770493,,,100.0,,100.0,,,100.0,100.0,100.0,,100.0,100.0
2023-09-24 02:59:01.267394622 +0000 UTC m=+91658.235468887,1695524341,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:00:01.139351021 +0000 UTC m=+91718.107425259,1695524401,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:01:01.329967805 +0000 UTC m=+91778.298042043,1695524461,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:02:01.268193699 +0000 UTC m=+91838.236267937,1695524521,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:03:00.822459722 +0000 UTC m=+91897.790533959,1695524580,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:04:00.85452519 +0000 UTC m=+91957.822599427,1695524640,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:05:00.903612264 +0000 UTC m=+92017.871686511,1695524700,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:06:01.131666106 +0000 UTC m=+92078.099740352,1695524761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:07:00.946341521 +0000 UTC m=+92137.914415760,1695524820,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:08:00.888911599 +0000 UTC m=+92197.856985846,1695524880,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:09:01.247104431 +0000 UTC m=+92258.215178669,1695524941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:10:01.165475838 +0000 UTC m=+92318.133550110,1695525001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:11:01.490241925 +0000 UTC m=+92378.458316164,1695525061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:12:01.130792218 +0000 UTC m=+92438.098866457,1695525121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:13:01.071601142 +0000 UTC m=+92498.039675380,1695525181,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:14:01.024908518 +0000 UTC m=+92557.992982756,1695525241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:15:01.376233566 +0000 UTC m=+92618.344307826,1695525301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:16:01.405430677 +0000 UTC m=+92678.373504915,1695525361,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:17:01.181738111 +0000 UTC m=+92738.149812348,1695525421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:18:01.27253518 +0000 UTC m=+92798.240609446,1695525481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:19:01.347040536 +0000 UTC m=+92858.315114780,1695525541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:20:01.379431847 +0000 UTC m=+92918.347506112,1695525601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:21:01.048947807 +0000 UTC m=+92978.017022053,1695525661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:22:01.379625821 +0000 UTC m=+93038.347700091,1695525721,,,,,,,,,,,,,,
2023-09-24 03:23:01.194889942 +0000 UTC m=+93098.162964180,1695525781,,,100.0,100.0,100.0,,,,,100.0,,,,100.0
2023-09-24 03:24:01.256236251 +0000 UTC m=+93158.224310489,1695525841,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:25:00.937376832 +0000 UTC m=+93217.905451080,1695525900,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:26:01.152172 +0000 UTC m=+93278.120246237,1695525961,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:27:00.93634955 +0000 UTC m=+93337.904423816,1695526020,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:28:01.373885693 +0000 UTC m=+93398.341959939,1695526081,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:29:01.109680172 +0000 UTC m=+93458.077754410,1695526141,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:30:00.951755955 +0000 UTC m=+93517.919830193,1695526200,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:31:01.002800078 +0000 UTC m=+93577.970874315,1695526261,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:32:01.047872512 +0000 UTC m=+93638.015946752,1695526321,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:33:01.291615827 +0000 UTC m=+93698.259690093,1695526381,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:34:01.404244327 +0000 UTC m=+93758.372318564,1695526441,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:35:00.964489121 +0000 UTC m=+93817.932563358,1695526500,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:36:01.007358694 +0000 UTC m=+93877.975432933,1695526561,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:37:00.862577109 +0000 UTC m=+93937.830651348,1695526620,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:38:01.244832385 +0000 UTC m=+93998.212906623,1695526681,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:39:01.155816069 +0000 UTC m=+94058.123890308,1695526741,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:40:00.939597941 +0000 UTC m=+94117.907672199,1695526800,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:41:01.209487347 +0000 UTC m=+94178.177561594,1695526861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:42:01.38191999 +0000 UTC m=+94238.349994237,1695526921,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:43:01.275701841 +0000 UTC m=+94298.243776099,1695526981,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:44:01.254881708 +0000 UTC m=+94358.222955945,1695527041,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:45:01.191759093 +0000 UTC m=+94418.159833330,1695527101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:46:00.977211404 +0000 UTC m=+94477.945285670,1695527160,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:47:01.337325526 +0000 UTC m=+94538.305399765,1695527221,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:48:01.077238649 +0000 UTC m=+94598.045312889,1695527281,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:49:01.235096913 +0000 UTC m=+94658.203171180,1695527341,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:50:01.044664041 +0000 UTC m=+94718.012738306,1695527401,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:51:00.991130672 +0000 UTC m=+94777.959204912,1695527460,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:52:01.291321499 +0000 UTC m=+94838.259395775,1695527521,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:53:01.003048535 +0000 UTC m=+94897.971122803,1695527581,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:54:01.295912338 +0000 UTC m=+94958.263986576,1695527641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:55:01.501069863 +0000 UTC m=+95018.469144101,1695527701,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:56:01.155291911 +0000 UTC m=+95078.123366150,1695527761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:57:01.220518957 +0000 UTC m=+95138.188593202,1695527821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:58:00.974742938 +0000 UTC m=+95197.942817187,1695527880,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 03:59:01.527488921 +0000 UTC m=+95258.495563160,1695527941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
