Time,Timestamp,SuccessRate,Latency,CPUUsageRate(%),MemoryUsageRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%)
2023-09-24 10:41:00.866186025 +0000 UTC m=+119377.834260262,1695552060,100,7.5698110666666665,6.7047119140625,5.249464982587115,18.98209077924565,0.0046
2023-09-24 10:42:01.124233023 +0000 UTC m=+119438.092307260,1695552121,100,12.584620620026133,7.0068359375,4.660447133973344,19.04473585027633,0.0046
2023-09-24 10:43:00.98741851 +0000 UTC m=+119497.955492748,1695552180,100,14.253911619052062,7.1075439453125,5.177111716611327,19.044394327303422,0.0046
2023-09-24 10:44:01.006205062 +0000 UTC m=+119557.974279301,1695552241,100,13.924586874161374,7.1075439453125,4.810275352582105,19.01709688396879,0.007999999999999998
2023-09-24 10:45:00.876216846 +0000 UTC m=+119617.844291083,1695552300,100,13.40388589095976,7.3089599609375,4.821046448202337,19.07383848646776,0.0046
2023-09-24 10:46:00.969413578 +0000 UTC m=+119677.937487829,1695552360,100,13.9676227921156,7.3089599609375,4.764305520541834,19.077229321698784,0.0046
2023-09-24 10:47:00.820301913 +0000 UTC m=+119737.788376161,1695552420,100,8.705281131571551,7.40966796875,4.372663502333407,19.09276861696613,NaN
2023-09-24 10:48:00.9800141 +0000 UTC m=+119797.948088337,1695552480,100,8.975906556262803,7.5103759765625,4.6483308839160635,19.10818593974315,0.0046
2023-09-24 10:49:01.007273753 +0000 UTC m=+119857.975347991,1695552541,100,14.67970461181404,7.611083984375,4.6876968958632474,19.102087315226925,0.0046
2023-09-24 10:50:00.93462451 +0000 UTC m=+119917.902698749,1695552600,100,7.4078641249999855,7.7117919921875,4.6499916065092295,19.099111186463006,0.0046
2023-09-24 10:51:00.858110374 +0000 UTC m=+119977.826184621,1695552660,100,9.429530424980106,7.7117919921875,4.6499916065089515,19.110552206055445,0.0046
2023-09-24 10:52:01.046342999 +0000 UTC m=+120038.014417236,1695552721,100,10.916761710363115,7.7117919921875,4.462261774812648,19.102623994184352,0.0046
2023-09-24 10:53:00.925496371 +0000 UTC m=+120097.893570608,1695552780,100,11.75928598091753,7.7117919921875,4.680940386233868,19.120139243794952,0.0046
2023-09-24 10:54:00.886416377 +0000 UTC m=+120157.854490614,1695552840,100,9.218568344452834,7.7117919921875,4.325143049481617,19.12309097806081,0.0046
2023-09-24 10:55:00.921992871 +0000 UTC m=+120217.890067131,1695552900,100,13.668055266080136,7.7117919921875,4.518705338379537,19.139776814737207,0.0046
2023-09-24 10:56:00.977006195 +0000 UTC m=+120277.945080432,1695552960,100,14.304924772324789,7.7117919921875,4.556334775130633,19.134312447170664,0.0046
2023-09-24 10:57:01.003836108 +0000 UTC m=+120337.971910376,1695553021,100,11.19828361768595,7.7117919921875,4.483004915757949,19.138581484332022,0.0046
2023-09-24 10:58:00.850605925 +0000 UTC m=+120397.818680161,1695553080,100,14.132107541034367,7.7117919921875,4.6802789681653305,19.176319772838436,0.0046
2023-09-24 10:59:00.927893321 +0000 UTC m=+120457.895967558,1695553140,100,7.120174325000006,7.7117919921875,4.501134739836809,19.182589158841115,0.0046
2023-09-24 11:00:01.029581039 +0000 UTC m=+120517.997655276,1695553201,100,12.619372285192876,7.7117919921875,4.348923283974204,19.198762711058148,0.0046
2023-09-24 11:01:00.838830293 +0000 UTC m=+120577.806904535,1695553260,100,10.078739152395075,8.1146240234375,4.193277310919841,19.20386116115371,0.0046
2023-09-24 11:02:00.919995272 +0000 UTC m=+120637.888069535,1695553320,100,9.989934812473573,8.1146240234375,4.355663620360827,19.18112548895722,0.0046
2023-09-24 11:03:01.00878398 +0000 UTC m=+120697.976858219,1695553381,100,12.180709568047769,8.21533203125,4.40164484727249,19.1855896821031,NaN
2023-09-24 11:04:01.200597358 +0000 UTC m=+120758.168671610,1695553441,100,5.651444416666607,8.21533203125,4.372112557750995,19.208227776307332,0.0046
2023-09-24 11:05:00.724529894 +0000 UTC m=+120817.692604135,1695553500,100,9.691052157017266,8.21533203125,4.600209863585503,19.221303227270123,NaN
2023-09-24 11:06:01.144216268 +0000 UTC m=+120878.112290532,1695553561,100,11.272941792849679,8.3160400390625,4.444071071538557,19.239403944834283,0.0046
2023-09-24 11:07:00.879351149 +0000 UTC m=+120937.847425389,1695553620,100,9.843047784601305,8.3160400390625,4.340146353764607,19.210032969164136,0.0046
2023-09-24 11:08:01.231989557 +0000 UTC m=+120998.200063797,1695553681,100,13.525452089412255,8.3160400390625,4.523519785158669,19.22679198933473,0.0046
2023-09-24 11:09:00.965471106 +0000 UTC m=+121057.933545343,1695553740,100,10.423643650355373,8.3160400390625,4.137612366621868,19.212374840978367,0.0046
2023-09-24 11:10:00.899605024 +0000 UTC m=+121117.867679262,1695553800,100,13.461899180816273,8.3160400390625,4.258900765937279,19.209593868198965,0.0046
2023-09-24 11:11:00.865097808 +0000 UTC m=+121177.833172045,1695553860,100,12.368322804659465,8.3160400390625,4.270522466472626,19.2382086144291,0.0046
2023-09-24 11:12:00.940232392 +0000 UTC m=+121237.908306630,1695553920,100,9.75929976667782,8.3160400390625,4.369747899149823,19.23898923836718,0.0046
2023-09-24 11:13:01.030880174 +0000 UTC m=+121297.998954411,1695553981,100,9.881523592220569,8.3160400390625,4.077343421619517,19.235061724178728,0.0046
2023-09-24 11:14:00.903862348 +0000 UTC m=+121357.871936584,1695554040,100,14.360480469085626,8.3160400390625,4.57909343201478,19.230499953040592,NaN
2023-09-24 11:15:01.285113457 +0000 UTC m=+121418.253187694,1695554101,100,10.515868866966507,8.3160400390625,4.674113892173271,19.251942716839643,0.0046
2023-09-24 11:16:01.046799524 +0000 UTC m=+121478.014873762,1695554161,100,16.419781099201384,8.3160400390625,6.053830577094043,19.757006404775467,0.0046
2023-09-24 11:17:01.051435549 +0000 UTC m=+121538.019509787,1695554221,100,6.460837156944443,6.451416015625,4.4229962232311575,16.24285698603537,NaN
