time,timestamp,frontend_adservice,checkoutservice_shippingservice,checkoutservice_paymentservice,frontend_productcatalogservice,frontend_checkoutservice,frontend_recommendationservice,checkoutservice_emailservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_cartservice,checkoutservice_cartservice,frontend_currencyservice,frontend_shippingservice
2023-09-24 04:44:01.042025638 +0000 UTC m=+97958.010099876,1695530641,,,,100.0,,100.0,,,,,100.0,,100.0,100.0
2023-09-24 04:45:00.979802167 +0000 UTC m=+98017.947876435,1695530700,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:46:01.066511257 +0000 UTC m=+98078.034585523,1695530761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:47:01.493891814 +0000 UTC m=+98138.461966052,1695530821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:48:01.174181227 +0000 UTC m=+98198.142255466,1695530881,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:49:01.272639796 +0000 UTC m=+98258.240714035,1695530941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:50:01.254432869 +0000 UTC m=+98318.222507107,1695531001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:51:01.125880101 +0000 UTC m=+98378.093954365,1695531061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:52:01.089432633 +0000 UTC m=+98438.057506873,1695531121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:53:00.904006708 +0000 UTC m=+98497.872080954,1695531180,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:54:01.262355391 +0000 UTC m=+98558.230429629,1695531241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
