time,timestamp,frontend_productcatalogservice,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_cartservice,frontend_currencyservice,frontend_shippingservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,frontend_recommendationservice,frontend_adservice,frontend_checkoutservice,checkoutservice_cartservice,checkoutservice_paymentservice
2023-09-24 04:44:01.050281838 +0000 UTC m=+97958.018356125,1695530641,,100.0,,,,,,,,,,,,
2023-09-24 04:45:00.990011476 +0000 UTC m=+98017.958085722,1695530700,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:46:01.077803381 +0000 UTC m=+98078.045877628,1695530761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:47:01.503008312 +0000 UTC m=+98138.471082551,1695530821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:48:01.184068771 +0000 UTC m=+98198.152143008,1695530881,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:49:01.281192892 +0000 UTC m=+98258.249267146,1695530941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:50:01.275406401 +0000 UTC m=+98318.243480667,1695531001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:51:01.137153129 +0000 UTC m=+98378.105227375,1695531061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:52:01.099127091 +0000 UTC m=+98438.067201356,1695531121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:53:00.91005228 +0000 UTC m=+98497.878126518,1695531180,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:54:01.271772647 +0000 UTC m=+98558.239846902,1695531241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:55:01.072304256 +0000 UTC m=+98618.040378520,1695531301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:56:01.210047371 +0000 UTC m=+98678.178121610,1695531361,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:57:01.197112858 +0000 UTC m=+98738.165187107,1695531421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:58:01.010844477 +0000 UTC m=+98797.978918738,1695531481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 04:59:01.122131791 +0000 UTC m=+98858.090206030,1695531541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 05:00:01.507109156 +0000 UTC m=+98918.475183403,1695531601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 05:01:01.132546252 +0000 UTC m=+98978.100620491,1695531661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 05:02:01.016156549 +0000 UTC m=+99037.984230788,1695531721,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
