Time,Timestamp,SuccessRate,Latency,CPUUsageRate(%),MemoryUsageRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%)
2023-09-23 21:37:24.369008862 +0000 UTC m=+72361.337083102,1695505044,100,1.7083684861191564,4.510416666666667,2.643060916255957,16.25598122599429,0.19000000000000059
2023-09-23 21:38:24.856786429 +0000 UTC m=+72421.824860666,1695505104,100,1.6753684182482451,4.510416666666667,2.6021370207310324,16.292548578593586,0.2749999999999998
2023-09-23 21:39:24.287372878 +0000 UTC m=+72481.255447116,1695505164,100,1.5512168475341066,4.510416666666667,2.587436047978897,16.31445483785587,0.05
2023-09-23 21:40:24.344136074 +0000 UTC m=+72541.312210312,1695505224,100,1.524523523028227,4.510416666666667,2.5656074453022204,16.31067369065581,0.0405
2023-09-23 21:41:24.340408767 +0000 UTC m=+72601.308483004,1695505284,100,1.4369862359905197,4.510416666666667,2.6259490750421444,16.334116803296183,0.175
2023-09-23 21:42:24.364314668 +0000 UTC m=+72661.332388931,1695505344,100,1.5669875729635165,4.567708333333333,2.399731498562385,16.319309342970787,0.2750000000000002
2023-09-23 21:43:24.822728071 +0000 UTC m=+72721.790802322,1695505404,100,2.0226714684604636,4.596354166666667,2.5362622620912934,16.322017132255993,0.2750000000000002
2023-09-23 21:44:24.177672732 +0000 UTC m=+72781.145746971,1695505464,100,1.7740173882359342,4.596354166666667,2.4934934094588135,16.345069932927327,0.075
2023-09-23 21:45:24.412713375 +0000 UTC m=+72841.380787613,1695505524,100,2.0247675412872344,4.596354166666667,2.502829832734088,16.334189986790378,0.2750000000000002
2023-09-23 21:46:24.375280862 +0000 UTC m=+72901.343355100,1695505584,100,2.0547092858290066,4.596354166666667,2.336703444239552,16.323285646155366,0.25
2023-09-23 21:47:24.125234028 +0000 UTC m=+72961.093308265,1695505644,100,1.6721784047863593,4.596354166666667,2.5393898759645928,16.364609925877318,0.5249999999999998
2023-09-23 21:48:24.239690621 +0000 UTC m=+73021.207764859,1695505704,100,1.754265358857016,4.596354166666667,2.5542087824686477,16.305038561602817,0.05
2023-09-23 21:49:24.27821789 +0000 UTC m=+73081.246292126,1695505764,100,1.730828207472542,4.596354166666667,2.5044047319295437,16.3320920599568,0.20499999999999993
2023-09-23 21:50:24.381308622 +0000 UTC m=+73141.349382859,1695505824,100,1.556087239029433,4.596354166666667,2.5011540559882084,16.346411630320898,0.5
2023-09-23 21:51:24.374829909 +0000 UTC m=+73201.342904147,1695505884,100,1.5692828109951718,4.596354166666667,2.761018937483528,16.34950973157514,0.3499999999999998
2023-09-23 21:52:24.279320621 +0000 UTC m=+73261.247394857,1695505944,100,1.505654113729391,4.596354166666667,2.802483638184061,16.394224846528115,0.06500000000000002
2023-09-23 21:53:24.310958286 +0000 UTC m=+73321.279032523,1695506004,100,1.762884542997362,4.596354166666667,2.2600528324019153,16.39917692963529,0.0215
2023-09-23 21:54:24.43257162 +0000 UTC m=+73381.400645857,1695506064,100,1.1599783699738626,4.596354166666667,2.1828389475484378,16.37461167008393,0.020249999999999997
2023-09-23 21:55:24.739082658 +0000 UTC m=+73441.707156895,1695506124,100,1.6511270705725742,4.596354166666667,2.1962362211249253,16.417497197682035,0.022900000000000004
2023-09-23 21:56:24.383498143 +0000 UTC m=+73501.351572382,1695506184,100,1.273712997242626,4.596354166666667,2.2833919892875865,16.4110570501929,0.0214375
2023-09-23 21:57:24.297504307 +0000 UTC m=+73561.265578544,1695506244,100,1.5167782555023896,4.596354166666667,2.2424344035508637,16.405251159653453,0.021785714285714283
2023-09-23 21:58:24.360383793 +0000 UTC m=+73621.328458031,1695506304,100,1.8907799208704237,4.625,2.017702084817563,16.424669180113117,0.03250000000000001
2023-09-23 21:59:24.434787567 +0000 UTC m=+73681.402861804,1695506364,100,1.3425357624777374,4.625,2.2423404166100003,16.428181987834463,0.026249999999999985
2023-09-23 22:00:24.880713041 +0000 UTC m=+73741.848787278,1695506424,100,1.3188904292023569,4.625,2.262443438912798,16.42235170279695,0.025
2023-09-23 22:01:24.331960036 +0000 UTC m=+73801.300034273,1695506484,100,1.4324931872889197,4.625,2.0606466744903518,16.39176100222356,0.03500000000000002
2023-09-23 22:02:24.337682767 +0000 UTC m=+73861.305757016,1695506544,100,1.9225157427375343,4.625,2.2771114652441304,16.457918880975587,0.022749999999999992
2023-09-23 22:03:24.48188787 +0000 UTC m=+73921.449962107,1695506604,100,1.7060803313427095,4.625,2.2052658058021923,16.44581920993539,0.022299999999999997
2023-09-23 22:04:24.188936019 +0000 UTC m=+73981.157010256,1695506664,100,0.9878218999999966,4.625,2.2213839641220035,16.42508388658022,0.02325
2023-09-23 22:05:24.580737047 +0000 UTC m=+74041.548811287,1695506724,100,1.7365870782771111,4.625,2.245966897141971,16.433841511385523,0.02075
2023-09-23 22:06:24.322409534 +0000 UTC m=+74101.290483771,1695506784,100,1.386705415768799,4.625,2.3166995425391246,16.4193267850369,0.0235
2023-09-23 22:07:24.693372122 +0000 UTC m=+74161.661446359,1695506844,100,1.4061648941610125,4.625,2.1134733928800276,16.452918008872278,0.023800000000000005
2023-09-23 22:08:24.479722822 +0000 UTC m=+74221.447797060,1695506904,100,1.8650383512856135,4.625,2.3780564526295844,16.429499290729968,0.02307142857142857
2023-09-23 22:09:24.273730922 +0000 UTC m=+74281.241805158,1695506964,100,1.2833522829052602,4.625,2.1936079187938717,16.45038098107353,0.022000000000000006
2023-09-23 22:10:24.286947535 +0000 UTC m=+74341.255021773,1695507024,100,1.5304497001200255,4.625,2.5506565423472516,16.348729107637062,0.025
2023-09-23 22:11:24.307100895 +0000 UTC m=+74401.275175132,1695507084,100,0.9712665374999929,4.625,3.8037324386771987,16.332872683894877,0.0211
2023-09-23 22:12:24.220127372 +0000 UTC m=+74461.188201609,1695507144,100,0.6779284177554613,4.625,2.2429044564504452,16.346289657830575,0.016749999999999998
2023-09-23 22:13:24.25719742 +0000 UTC m=+74521.225271662,1695507204,100,0.5812069098451164,4.625,2.11748920291035,15.8437629976935,0.0085
