time,timestamp,frontend_shippingservice,frontend_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_checkoutservice,recommendationservice_productcatalogservice,frontend_currencyservice,checkoutservice_shippingservice,frontend_productcatalogservice,checkoutservice_emailservice,frontend_adservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_cartservice
2023-09-23 21:37:24.644816685 +0000 UTC m=+72361.612890939,1695505044,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:38:25.115577467 +0000 UTC m=+72422.083651732,1695505105,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:39:24.581086962 +0000 UTC m=+72481.549161208,1695505164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:40:24.599051384 +0000 UTC m=+72541.567125654,1695505224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:41:24.645437948 +0000 UTC m=+72601.613512229,1695505284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:42:24.673112641 +0000 UTC m=+72661.641186895,1695505344,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:43:25.271065697 +0000 UTC m=+72722.239139936,1695505405,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:44:24.428942279 +0000 UTC m=+72781.397016516,1695505464,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:45:24.683729628 +0000 UTC m=+72841.651803882,1695505524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:46:24.66234674 +0000 UTC m=+72901.630420978,1695505584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:47:24.354658497 +0000 UTC m=+72961.322732735,1695505644,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:48:24.937394949 +0000 UTC m=+73021.905469227,1695505704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:49:24.579101594 +0000 UTC m=+73081.547175863,1695505764,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:50:24.646431493 +0000 UTC m=+73141.614505746,1695505824,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:51:24.673481237 +0000 UTC m=+73201.641555489,1695505884,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:52:24.595339399 +0000 UTC m=+73261.563413644,1695505944,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:53:25.020260861 +0000 UTC m=+73321.988335112,1695506005,100.0,100.0,100.0,100.0,55.55555555555557,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:54:24.705359059 +0000 UTC m=+73381.673433296,1695506064,100.0,100.0,100.0,100.0,62.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:55:24.984245775 +0000 UTC m=+73441.952320020,1695506124,100.0,100.0,100.0,100.0,42.85714285714286,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:56:24.801231396 +0000 UTC m=+73501.769305643,1695506184,100.0,100.0,100.0,100.0,43.47826086956522,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:57:24.575970662 +0000 UTC m=+73561.544044928,1695506244,100.0,100.0,100.0,100.0,85.71428571428572,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:58:24.662590374 +0000 UTC m=+73621.630664646,1695506304,100.0,100.0,100.0,100.0,76.1904761904762,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 21:59:24.7823322 +0000 UTC m=+73681.750406439,1695506364,100.0,100.0,100.0,100.0,90.90909090909092,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:00:25.226403946 +0000 UTC m=+73742.194478211,1695506425,100.0,100.0,100.0,100.0,63.63636363636365,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:01:24.636283283 +0000 UTC m=+73801.604357529,1695506484,100.0,100.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:02:24.636713197 +0000 UTC m=+73861.604787463,1695506544,100.0,100.0,100.0,100.0,69.23076923076924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:03:24.753342098 +0000 UTC m=+73921.721416352,1695506604,100.0,100.0,100.0,100.0,87.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:04:24.414156662 +0000 UTC m=+73981.382230922,1695506664,100.0,100.0,100.0,100.0,38.888888888888886,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:05:25.182106039 +0000 UTC m=+74042.150180283,1695506725,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:06:24.65370866 +0000 UTC m=+74101.621782905,1695506784,100.0,100.0,100.0,100.0,57.14285714285715,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:07:24.982522042 +0000 UTC m=+74161.950596307,1695506844,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:08:24.828059634 +0000 UTC m=+74221.796133882,1695506904,100.0,100.0,100.0,100.0,46.153846153846146,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:09:24.5512422 +0000 UTC m=+74281.519316437,1695506964,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:10:24.555910738 +0000 UTC m=+74341.523984988,1695507024,100.0,100.0,100.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:11:24.590764695 +0000 UTC m=+74401.558838942,1695507084,100.0,100.0,100.0,100.0,46.66666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:12:24.49905276 +0000 UTC m=+74461.467127013,1695507144,100.0,100.0,100.0,100.0,23.07692307692308,80.0,100.0,100.0,79.20792079207921,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:13:24.585002268 +0000 UTC m=+74521.553076532,1695507204,100.0,100.0,100.0,100.0,17.857142857142858,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
