time,timestamp,frontend_shippingservice,frontend_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_checkoutservice,recommendationservice_productcatalogservice,frontend_currencyservice,checkoutservice_shippingservice,frontend_productcatalogservice,checkoutservice_emailservice,frontend_adservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_cartservice
2023-09-23 03:35:24.333091794 +0000 UTC m=+7441.301166051,1695440124,,,,,,100.0,,,100.0,,,,,
2023-09-23 03:36:24.162697497 +0000 UTC m=+7501.130771736,1695440184,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:37:24.374601272 +0000 UTC m=+7561.342675519,1695440244,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:38:24.396376865 +0000 UTC m=+7621.364451129,1695440304,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:39:24.212923705 +0000 UTC m=+7681.180997944,1695440364,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:40:24.005480956 +0000 UTC m=+7740.973555208,1695440424,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:41:24.503990831 +0000 UTC m=+7801.472065078,1695440484,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:42:24.258406692 +0000 UTC m=+7861.226480930,1695440544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:43:24.04241348 +0000 UTC m=+7921.010487747,1695440604,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:44:24.099675275 +0000 UTC m=+7981.067749523,1695440664,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:45:23.984252433 +0000 UTC m=+8040.952326680,1695440723,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:46:23.959743976 +0000 UTC m=+8100.927818224,1695440783,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:47:24.671644185 +0000 UTC m=+8161.639718428,1695440844,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:48:23.979159473 +0000 UTC m=+8220.947233738,1695440903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:49:23.941443526 +0000 UTC m=+8280.909517764,1695440963,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:50:23.991119732 +0000 UTC m=+8340.959194013,1695441023,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:51:24.331897367 +0000 UTC m=+8401.299971605,1695441084,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:52:24.541087825 +0000 UTC m=+8461.509162089,1695441144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:53:24.023960078 +0000 UTC m=+8520.992034351,1695441204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:54:24.280712333 +0000 UTC m=+8581.248786571,1695441264,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 03:55:24.266472862 +0000 UTC m=+8641.234547141,1695441324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.114754098360656,100.0,100.0,100.0
2023-09-23 03:56:24.18684385 +0000 UTC m=+8701.154918089,1695441384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.54545454545454,100.0,100.0,100.0
2023-09-23 03:57:24.231726468 +0000 UTC m=+8761.199800713,1695441444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,53.19148936170214,100.0,100.0,100.0
2023-09-23 03:58:24.184054202 +0000 UTC m=+8821.152128441,1695441504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.86486486486486,100.0,100.0,100.0
2023-09-23 03:59:24.608717086 +0000 UTC m=+8881.576791338,1695441564,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 04:00:24.123992651 +0000 UTC m=+8941.092066906,1695441624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.181908562705786,100.0,100.0,100.0
2023-09-23 04:01:24.096227065 +0000 UTC m=+9001.064301321,1695441684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 04:02:24.022627013 +0000 UTC m=+9060.990701279,1695441744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 04:03:24.257764681 +0000 UTC m=+9121.225838927,1695441804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,49.28571428571429,100.0,100.0,100.0
2023-09-23 04:04:24.570418404 +0000 UTC m=+9181.538492641,1695441864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 04:05:24.058632505 +0000 UTC m=+9241.026706769,1695441924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 04:06:24.318631252 +0000 UTC m=+9301.286705498,1695441984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.348116637472955,100.0,100.0,100.0
