time,timestamp,checkoutservice_shippingservice,checkoutservice_emailservice,frontend_recommendationservice,frontend_checkoutservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_cartservice,frontend_productcatalogservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_currencyservice,checkoutservice_paymentservice,frontend_adservice,recommendationservice_productcatalogservice
2023-09-23 06:18:24.40731934 +0000 UTC m=+17221.375393623,1695449904,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:19:24.832709848 +0000 UTC m=+17281.800784112,1695449964,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:20:24.400260525 +0000 UTC m=+17341.368334770,1695450024,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:21:24.815458861 +0000 UTC m=+17401.783533099,1695450084,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:22:24.310375579 +0000 UTC m=+17461.278449826,1695450144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:23:24.621670573 +0000 UTC m=+17521.589744818,1695450204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:24:24.121749824 +0000 UTC m=+17581.089824063,1695450264,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:25:24.937109431 +0000 UTC m=+17641.905183679,1695450324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:26:24.250729444 +0000 UTC m=+17701.218803686,1695450384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:27:24.468951155 +0000 UTC m=+17761.437025394,1695450444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:28:24.280306537 +0000 UTC m=+17821.248380785,1695450504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:29:24.256940867 +0000 UTC m=+17881.225015109,1695450564,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:30:24.379049648 +0000 UTC m=+17941.347123888,1695450624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:31:24.102668875 +0000 UTC m=+18001.070743122,1695450684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:32:24.231660303 +0000 UTC m=+18061.199734542,1695450744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:33:24.226737122 +0000 UTC m=+18121.194811371,1695450804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:34:24.209764559 +0000 UTC m=+18181.177838799,1695450864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:35:24.145773026 +0000 UTC m=+18241.113847273,1695450924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:36:24.366867317 +0000 UTC m=+18301.334941555,1695450984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:37:24.301848949 +0000 UTC m=+18361.269923214,1695451044,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:38:25.126573171 +0000 UTC m=+18422.094647437,1695451105,100.0,100.0,100.0,50.00000000000002,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 06:39:24.208765465 +0000 UTC m=+18481.176839730,1695451164,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:40:24.664869421 +0000 UTC m=+18541.632943660,1695451224,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:41:24.477164535 +0000 UTC m=+18601.445238784,1695451284,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 06:42:24.83273105 +0000 UTC m=+18661.800805295,1695451344,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:43:24.127513437 +0000 UTC m=+18721.095587675,1695451404,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:44:24.426932734 +0000 UTC m=+18781.395006976,1695451464,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 06:45:24.260378847 +0000 UTC m=+18841.228453089,1695451524,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:46:24.546558417 +0000 UTC m=+18901.514632668,1695451584,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:47:24.395786649 +0000 UTC m=+18961.363860888,1695451644,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:48:24.151466623 +0000 UTC m=+19021.119540898,1695451704,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:49:24.615031599 +0000 UTC m=+19081.583105864,1695451764,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:50:24.267918177 +0000 UTC m=+19141.235992425,1695451824,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:51:24.565392048 +0000 UTC m=+19201.533466287,1695451884,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:52:24.266268248 +0000 UTC m=+19261.234342526,1695451944,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:53:24.801418042 +0000 UTC m=+19321.769492313,1695452004,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:54:24.287914363 +0000 UTC m=+19381.255988602,1695452064,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-23 06:55:24.436935927 +0000 UTC m=+19441.405010175,1695452124,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
2023-09-23 06:56:24.225816601 +0000 UTC m=+19501.193890839,1695452184,,,100.0,,,,100.0,100.0,100.0,,100.0,,100.0,100.0
