time,timestamp,frontend_adservice,checkoutservice_shippingservice,checkoutservice_paymentservice,frontend_productcatalogservice,frontend_checkoutservice,frontend_recommendationservice,checkoutservice_emailservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_cartservice,checkoutservice_cartservice,frontend_currencyservice,frontend_shippingservice
2023-09-24 14:28:01.331093391 +0000 UTC m=+132998.299167628,1695565681,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:29:01.51212721 +0000 UTC m=+133058.480201448,1695565741,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:30:01.842240075 +0000 UTC m=+133118.810314323,1695565801,100.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:31:01.60977236 +0000 UTC m=+133178.577846597,1695565861,100.0,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:32:01.591014165 +0000 UTC m=+133238.559088430,1695565921,100.0,100.0,100.0,100.0,33.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:33:01.589994941 +0000 UTC m=+133298.558069178,1695565981,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:34:01.733001264 +0000 UTC m=+133358.701075529,1695566041,100.0,100.0,100.0,100.0,11.1091361535727,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:35:01.480818199 +0000 UTC m=+133418.448892460,1695566101,,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 14:36:01.919046218 +0000 UTC m=+133478.887120466,1695566161,,100.0,100.0,,0.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0
2023-09-24 14:37:01.891458588 +0000 UTC m=+133538.859532836,1695566221,,100.0,100.0,,50.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0
2023-09-24 14:38:01.468252656 +0000 UTC m=+133598.436326894,1695566281,,100.0,100.0,,0.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0
2023-09-24 14:39:01.556706824 +0000 UTC m=+133658.524781062,1695566341,,100.0,100.0,,25.0,100.0,,100.0,,,100.0,100.0,100.0,100.0
2023-09-24 14:40:01.578602479 +0000 UTC m=+133718.546676736,1695566401,,100.0,100.0,,0.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0
