time,timestamp,frontend_adservice,checkoutservice_shippingservice,checkoutservice_paymentservice,frontend_productcatalogservice,frontend_checkoutservice,frontend_recommendationservice,checkoutservice_emailservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_cartservice,checkoutservice_cartservice,frontend_currencyservice,frontend_shippingservice
2023-09-24 12:12:01.357822699 +0000 UTC m=+124838.325896936,1695557521,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:13:01.814424931 +0000 UTC m=+124898.782499178,1695557581,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:14:01.535990638 +0000 UTC m=+124958.504064885,1695557641,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:15:01.566155296 +0000 UTC m=+125018.534229534,1695557701,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:16:01.480191347 +0000 UTC m=+125078.448265593,1695557761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:17:01.177095141 +0000 UTC m=+125138.145169389,1695557821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:18:01.608466825 +0000 UTC m=+125198.576541082,1695557881,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:19:01.553260054 +0000 UTC m=+125258.521334291,1695557941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:20:01.319507972 +0000 UTC m=+125318.287582230,1695558001,100.0,100.0,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:21:01.503572438 +0000 UTC m=+125378.471646683,1695558061,100.0,100.0,,100.0,0.0,100.0,,100.0,100.0,100.0,100.0,,100.0,100.0
2023-09-24 12:22:01.422953587 +0000 UTC m=+125438.391027832,1695558121,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:23:01.705137153 +0000 UTC m=+125498.673211399,1695558181,100.0,,,100.0,,100.0,,,100.0,100.0,100.0,,100.0,100.0
2023-09-24 12:24:01.714241637 +0000 UTC m=+125558.682315876,1695558241,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:25:01.894868274 +0000 UTC m=+125618.862942518,1695558301,100.0,,,100.0,0.0,100.0,,,100.0,100.0,100.0,,100.0,100.0
2023-09-24 12:26:01.513194632 +0000 UTC m=+125678.481268868,1695558361,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:27:01.426775366 +0000 UTC m=+125738.394849633,1695558421,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:28:01.460808738 +0000 UTC m=+125798.428883002,1695558481,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:29:01.52025784 +0000 UTC m=+125858.488332077,1695558541,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:30:01.680068211 +0000 UTC m=+125918.648142450,1695558601,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:31:01.467891599 +0000 UTC m=+125978.435965864,1695558661,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:32:01.651870085 +0000 UTC m=+126038.619944322,1695558721,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:33:01.287001918 +0000 UTC m=+126098.255076156,1695558781,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:34:02.228188744 +0000 UTC m=+126159.196263030,1695558842,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:35:01.401968955 +0000 UTC m=+126218.370043193,1695558901,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:36:01.505496223 +0000 UTC m=+126278.473570488,1695558961,100.0,,,100.0,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0
2023-09-24 12:37:01.666891261 +0000 UTC m=+126338.634965498,1695559021,100.0,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
2023-09-24 12:38:01.619233807 +0000 UTC m=+126398.587308050,1695559081,98.71794871794873,,,100.0,,100.0,,,,100.0,100.0,,100.0,100.0
