time,timestamp,checkoutservice_shippingservice,checkoutservice_emailservice,frontend_recommendationservice,frontend_checkoutservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_cartservice,frontend_productcatalogservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_currencyservice,checkoutservice_paymentservice,frontend_adservice,recommendationservice_productcatalogservice
2023-09-23 22:16:24.742527634 +0000 UTC m=+74701.710601930,1695507384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:17:25.19332579 +0000 UTC m=+74762.161400038,1695507445,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:18:24.626449651 +0000 UTC m=+74821.594523889,1695507504,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:19:24.561608542 +0000 UTC m=+74881.529682789,1695507564,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:20:24.534751954 +0000 UTC m=+74941.502826191,1695507624,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:21:24.8183883 +0000 UTC m=+75001.786462565,1695507684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:22:24.99039938 +0000 UTC m=+75061.958473652,1695507744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:23:25.2076353 +0000 UTC m=+75122.175709538,1695507805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:24:24.569341267 +0000 UTC m=+75181.537415503,1695507864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:25:24.797269161 +0000 UTC m=+75241.765343438,1695507924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:26:25.29355561 +0000 UTC m=+75302.261629858,1695507985,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:27:24.814934182 +0000 UTC m=+75361.783008449,1695508044,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:28:25.547426725 +0000 UTC m=+75422.515500970,1695508105,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:29:24.796050803 +0000 UTC m=+75481.764125047,1695508164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:30:25.17512692 +0000 UTC m=+75542.143201156,1695508225,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:31:24.851432951 +0000 UTC m=+75601.819507194,1695508284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:32:24.915867437 +0000 UTC m=+75661.883941675,1695508344,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:33:24.756293357 +0000 UTC m=+75721.724367611,1695508404,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:34:25.064863132 +0000 UTC m=+75782.032937397,1695508465,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:35:24.837804759 +0000 UTC m=+75841.805879001,1695508524,100.0,100.0,100.0,42.85714285714287,100.0,100.0,100.0,81.40589569160998,100.0,80.0,100.0,100.0,100.0,100.0
2023-09-23 22:36:25.030350907 +0000 UTC m=+75901.998425146,1695508585,100.0,100.0,100.0,69.23076923076923,100.0,100.0,100.0,80.04587155963301,100.0,94.11764705882351,100.0,100.0,100.0,100.0
2023-09-23 22:37:24.69887623 +0000 UTC m=+75961.666950478,1695508644,100.0,100.0,100.0,80.0,100.0,100.0,100.0,79.5774647887324,100.0,92.85693881048964,100.0,100.0,100.0,100.0
2023-09-23 22:38:24.629702808 +0000 UTC m=+76021.597777074,1695508704,100.0,100.0,100.0,66.66666666666666,100.0,100.0,100.0,81.43564356435644,100.0,76.92662951445548,100.0,100.0,100.0,100.0
2023-09-23 22:39:24.856836249 +0000 UTC m=+76081.824910489,1695508764,100.0,100.0,100.0,60.00000000000001,100.0,100.0,100.0,83.67875647668394,100.0,66.66666666666667,100.0,100.0,100.0,100.0
2023-09-23 22:40:24.843182544 +0000 UTC m=+76141.811256799,1695508824,100.0,100.0,100.0,57.14285714285714,100.0,100.0,100.0,81.94444444444444,100.0,75.0,100.0,100.0,100.0,100.0
2023-09-23 22:41:24.739333728 +0000 UTC m=+76201.707407966,1695508884,100.0,100.0,100.0,85.71428571428572,100.0,100.0,100.0,79.43444730077121,100.0,90.9090909090909,100.0,100.0,100.0,100.0
2023-09-23 22:42:24.850266869 +0000 UTC m=+76261.818341137,1695508944,100.0,100.0,100.0,60.00000000000001,100.0,100.0,100.0,79.52380952380952,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 22:43:25.166003015 +0000 UTC m=+76322.134077282,1695509005,100.0,100.0,100.0,73.33333333333334,100.0,100.0,100.0,80.27888446215141,100.0,88.57142857142857,100.0,100.0,100.0,100.0
2023-09-23 22:44:24.93618107 +0000 UTC m=+76381.904255336,1695509064,100.0,100.0,100.0,50.0,100.0,100.0,100.0,81.05515587529977,100.0,61.53846153846153,100.0,100.0,100.0,100.0
2023-09-23 22:45:25.163737198 +0000 UTC m=+76442.131811454,1695509125,100.0,100.0,100.0,42.85714285714286,100.0,100.0,100.0,82.59911894273128,100.0,78.94736842105263,100.0,100.0,100.0,100.0
2023-09-23 22:46:24.97017993 +0000 UTC m=+76501.938254169,1695509184,100.0,100.0,100.0,30.000000000000004,100.0,100.0,100.0,82.06388206388206,100.0,65.85365853658537,100.0,100.0,100.0,100.0
2023-09-23 22:47:25.237977797 +0000 UTC m=+76562.206052034,1695509245,100.0,100.0,100.0,77.7777777777778,100.0,100.0,100.0,83.49056603773585,100.0,73.91304347826087,100.0,100.0,100.0,100.0
2023-09-23 22:48:24.868799255 +0000 UTC m=+76621.836873510,1695509304,100.0,100.0,100.0,75.0,100.0,100.0,100.0,80.30634573304157,100.0,72.2222222222222,100.0,100.0,100.0,100.0
2023-09-23 22:49:25.093213643 +0000 UTC m=+76682.061287908,1695509365,100.0,100.0,100.0,45.45454545454547,100.0,100.0,100.0,81.69934640522875,100.0,69.23076923076924,100.0,100.0,100.0,100.0
2023-09-23 22:50:24.710142827 +0000 UTC m=+76741.678217091,1695509424,100.0,100.0,100.0,57.14285714285715,100.0,100.0,100.0,77.80821917808218,100.0,80.95238095238095,100.0,100.0,100.0,100.0
2023-09-23 22:51:24.803804269 +0000 UTC m=+76801.771878541,1695509484,100.0,100.0,100.0,72.72727272727273,100.0,100.0,100.0,83.01435406698566,100.0,85.18514881005747,100.0,100.0,100.0,100.0
2023-09-23 22:52:24.526889093 +0000 UTC m=+76861.494963335,1695509544,100.0,100.0,100.0,58.33333333333333,100.0,100.0,100.0,81.51750972762646,100.0,95.65217391304348,100.0,100.0,100.0,100.0
2023-09-23 22:53:25.055099559 +0000 UTC m=+76922.023173805,1695509605,100.0,100.0,100.0,33.333333333333336,100.0,100.0,100.0,67.9245283018868,100.0,72.72727272727273,100.0,100.0,100.0,100.0
2023-09-23 22:54:25.243072642 +0000 UTC m=+76982.211146904,1695509665,100.0,100.0,100.0,14.285714285714285,100.0,100.0,100.0,40.00000000000001,100.0,25.00000000000001,100.0,100.0,100.0,100.0
2023-09-23 22:55:24.823362671 +0000 UTC m=+77041.791436909,1695509724,,,100.0,0.0,100.0,100.0,100.0,25.833333333333325,100.0,12.5,100.0,,100.0,100.0
