Time,Timestamp,SuccessRate,Latency,CPUUsageRate(%),MemoryUsageRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%)
2023-09-23 07:40:23.444679576 +0000 UTC m=+22140.412753813,1695454823,100,16.466964457196394,23.028564453125,3.6111343308666943,15.277249569132179,0.009
2023-09-23 07:41:23.463197271 +0000 UTC m=+22200.431271519,1695454883,100,1.7148483416666676,25.1434326171875,1.8455743879588815,15.351384448751428,0.0046
2023-09-23 07:42:23.474600258 +0000 UTC m=+22260.442674498,1695454943,100,1.5109889803382122,26.5533447265625,1.8276871601847766,15.370753680214962,0.009
2023-09-23 07:43:23.424550161 +0000 UTC m=+22320.392624405,1695455003,100,1.8753852663453727,26.7547607421875,1.8244967987530392,15.367362844983942,0.0046
2023-09-23 07:44:23.452844145 +0000 UTC m=+22380.420918389,1695455063,100,1.6121073742124312,26.7547607421875,1.7166303801598004,15.35984933957995,0.004600000000000001
2023-09-23 07:45:23.452231174 +0000 UTC m=+22440.420305436,1695455123,100,2.1312129761723684,28.1646728515625,1.8155197657371613,15.381828782336433,0.0046
2023-09-23 07:46:23.418940212 +0000 UTC m=+22500.387014462,1695455183,100,1.2407203249999998,28.1646728515625,1.9352951011560982,15.388854397779125,0.0046
2023-09-23 07:47:23.459349488 +0000 UTC m=+22560.427423725,1695455243,100,1.747612706728683,28.1646728515625,1.762464939091024,15.388293324323632,0.0046
2023-09-23 07:48:23.402301916 +0000 UTC m=+22620.370376190,1695455303,100,2.3673831515230686,25.62255859375,1.8737713831610603,15.360727541510288,0.012999999999999994
2023-09-23 07:49:23.401615461 +0000 UTC m=+22680.369689699,1695455363,100,1.9423759655681212,25.62255859375,1.84154354832341,15.381755598842236,0.0046
2023-09-23 07:50:23.430644839 +0000 UTC m=+22740.398719096,1695455423,100,1.2768996591524298,25.62255859375,1.5911565195649402,15.386756470945542,0.0046
2023-09-23 07:51:23.434186516 +0000 UTC m=+22800.402260755,1695455483,100,1.9423949286710267,25.7232666015625,1.803498200695075,15.391732948550786,0.0046
2023-09-23 07:52:23.421245342 +0000 UTC m=+22860.389319579,1695455543,100,2.304651712341867,25.7232666015625,1.8042531815082752,15.421323474703517,0.004600000000000001
2023-09-23 07:53:23.461393027 +0000 UTC m=+22920.429467278,1695455603,100,1.8914827598071096,25.7232666015625,1.8920842228616008,15.444376275374852,0.0046
2023-09-23 07:54:23.421662192 +0000 UTC m=+22980.389736459,1695455663,100,2.327513120468598,25.9246826171875,1.8279929724750121,15.439302219777352,0.0046
2023-09-23 07:55:23.428340586 +0000 UTC m=+23040.396414844,1695455723,100,1.7573600249999988,25.9246826171875,1.72832273183402,15.457768854812487,0.0046
2023-09-23 07:56:23.462450774 +0000 UTC m=+23100.430525012,1695455783,100,1.088174766666672,25.9246826171875,3.0667392852612774,15.997009234537243,0.0046
2023-09-23 07:57:23.427496226 +0000 UTC m=+23160.395570479,1695455843,100,2.1164650990167195,26.1260986328125,3.545534554305174,16.137131231422064,0.0046
2023-09-23 07:58:23.521861643 +0000 UTC m=+23220.489935884,1695455903,100,2.582818239182689,26.1260986328125,4.35475750962746,16.71603706500036,0.0046
2023-09-23 07:59:23.444949185 +0000 UTC m=+23280.413023432,1695455963,100,1.4524897238779413,26.1260986328125,3.005281247379965,16.780048227922677,0.004600000000000001
2023-09-23 08:00:23.440359418 +0000 UTC m=+23340.408433683,1695456023,100,1.712498473550663,26.1260986328125,2.9778131946437636,16.759166537579116,0.0046
2023-09-23 08:01:23.471630513 +0000 UTC m=+23400.439704754,1695456083,100,2.338393154946736,26.1260986328125,3.0786629806309973,16.799441853884275,0.004600000000000001
2023-09-23 08:02:23.45265142 +0000 UTC m=+23460.420725658,1695456143,100,1.5556899999999982,26.1260986328125,2.9002514668896917,16.811980625889635,0.0046
2023-09-23 08:03:23.576926427 +0000 UTC m=+23520.545000677,1695456203,100,2.092785042453044,26.1260986328125,2.9713758853289307,16.784170898095642,0.0046
2023-09-23 08:04:23.458755857 +0000 UTC m=+23580.426830101,1695456263,100,2.075632182760264,26.1260986328125,2.971251362009475,16.82188479210399,0.004600000000000001
2023-09-23 08:05:23.477290941 +0000 UTC m=+23640.445365179,1695456323,100,2.0607175180447133,26.1260986328125,2.9357567635468818,16.764143015184356,0.0046
2023-09-23 08:06:23.409747691 +0000 UTC m=+23700.377821928,1695456383,100,2.843732122867931,26.226806640625,2.8702110696122385,16.7995638263746,0.0046
2023-09-23 08:07:23.427238226 +0000 UTC m=+23760.395312466,1695456443,100,2.7666888098990574,26.226806640625,2.7780105589455206,16.823153306003363,0.0046
2023-09-23 08:08:23.465900915 +0000 UTC m=+23820.433975159,1695456503,100,1.9955091235613824,26.226806640625,2.927503455215985,16.82288496652465,0.0046
2023-09-23 08:09:23.406796005 +0000 UTC m=+23880.374870248,1695456563,100,1.3940187166666898,26.226806640625,3.0139168343442324,16.81359066276192,0.0046
2023-09-23 08:10:23.502017717 +0000 UTC m=+23940.470091955,1695456623,100,1.890096406443962,26.226806640625,2.972825859392114,16.797587872031343,0.0046
2023-09-23 08:11:23.415326987 +0000 UTC m=+24000.383401224,1695456683,100,1.8269534485604755,26.226806640625,2.981257075764021,16.800832340273974,0.004600000000000001
2023-09-23 08:12:23.471798581 +0000 UTC m=+24060.439872819,1695456743,100,2.4554106122899526,26.226806640625,2.83557046979358,16.817908488919407,0.0046
2023-09-23 08:13:23.481045493 +0000 UTC m=+24120.449119730,1695456803,100,1.5104832604345506,26.226806640625,2.983073571307193,16.77465704385033,0.0046
2023-09-23 08:14:23.50633143 +0000 UTC m=+24180.474405667,1695456863,100,1.492627268894178,26.226806640625,2.9459833214700026,16.820616278204614,0.0046
2023-09-23 08:15:23.51572323 +0000 UTC m=+24240.483797466,1695456923,100,1.601198215002129,26.226806640625,3.0134115674854023,16.812444121352872,0.004600000000000001
2023-09-23 08:16:23.46779592 +0000 UTC m=+24300.435870157,1695456983,100,1.939469922925415,26.226806640625,2.948825503353847,16.813810213244505,0.0046
2023-09-23 08:17:23.532508228 +0000 UTC m=+24360.500582465,1695457043,100,1.2462688758514588,26.226806640625,3.2359475206457655,16.841400390555915,0.0046
2023-09-23 08:18:23.433952241 +0000 UTC m=+24420.402026492,1695457103,100,1.538026452914576,26.116943359375,3.1430969366373462,16.84305921642433,0.0046
2023-09-23 08:19:23.445395289 +0000 UTC m=+24480.413469537,1695457163,100,4.60264112222222,23.5595703125,6.3394168240038296,16.01220700683168,0.0046
