time,timestamp,frontend_adservice,checkoutservice_shippingservice,checkoutservice_paymentservice,frontend_productcatalogservice,frontend_checkoutservice,frontend_recommendationservice,checkoutservice_emailservice,checkoutservice_currencyservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_cartservice,checkoutservice_cartservice,frontend_currencyservice,frontend_shippingservice
2023-09-24 09:36:01.375480349 +0000 UTC m=+115478.343554598,1695548161,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:37:01.273972764 +0000 UTC m=+115538.242047021,1695548221,81.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:38:01.538731741 +0000 UTC m=+115598.506805980,1695548281,86.046511627907,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:39:01.393022975 +0000 UTC m=+115658.361097221,1695548341,76.3157894736842,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:40:01.789242544 +0000 UTC m=+115718.757316810,1695548401,57.43243243243244,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:41:01.308640265 +0000 UTC m=+115778.276714512,1695548461,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:42:01.364882755 +0000 UTC m=+115838.332956992,1695548521,65.2892561983471,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:43:01.466142554 +0000 UTC m=+115898.434216809,1695548581,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:44:01.312489264 +0000 UTC m=+115958.280563526,1695548641,66.12903225806453,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:45:01.189939539 +0000 UTC m=+116018.158013816,1695548701,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:46:01.156260022 +0000 UTC m=+116078.124334259,1695548761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:47:01.251339313 +0000 UTC m=+116138.219413578,1695548821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:48:01.43881021 +0000 UTC m=+116198.406884457,1695548881,55.88235294117647,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:49:01.311524981 +0000 UTC m=+116258.279599227,1695548941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:50:01.546753701 +0000 UTC m=+116318.514827949,1695549001,100.0,100.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:51:01.364366303 +0000 UTC m=+116378.332440542,1695549061,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:52:01.665630273 +0000 UTC m=+116438.633704522,1695549121,25.287356321839084,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:53:01.786252131 +0000 UTC m=+116498.754326395,1695549181,30.76923076923077,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-24 09:54:01.331609046 +0000 UTC m=+116558.299683311,1695549241,10.000000000000004,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
