time,timestamp,checkoutservice_shippingservice,checkoutservice_emailservice,frontend_recommendationservice,frontend_checkoutservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_cartservice,frontend_productcatalogservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_currencyservice,checkoutservice_paymentservice,frontend_adservice,recommendationservice_productcatalogservice
2023-09-23 23:21:24.392135447 +0000 UTC m=+78601.360209701,1695511284,100.0,100.0,100.0,50.0,100.0,100.0,100.0,64.94845360824743,100.0,72.2222222222222,100.0,100.0,100.0,100.0
2023-09-23 23:22:25.130025846 +0000 UTC m=+78662.098100084,1695511345,100.0,100.0,100.0,36.36363636363636,100.0,100.0,100.0,60.76388888888889,100.0,69.38775510204081,100.0,100.0,100.0,100.0
2023-09-23 23:23:24.706227638 +0000 UTC m=+78721.674301883,1695511404,100.0,100.0,100.0,22.22222222222223,100.0,100.0,100.0,64.53900709219857,100.0,70.0,100.0,100.0,100.0,100.0
2023-09-23 23:24:24.655650323 +0000 UTC m=+78781.623724597,1695511464,100.0,100.0,100.0,16.666666666666664,100.0,100.0,100.0,63.60424028268551,100.0,66.0,100.0,100.0,100.0,100.0
2023-09-23 23:25:24.988704824 +0000 UTC m=+78841.956779090,1695511524,100.0,100.0,100.0,14.285714285714285,100.0,100.0,100.0,64.9402390438247,100.0,62.5,100.0,100.0,100.0,100.0
2023-09-23 23:26:24.818230941 +0000 UTC m=+78901.786305215,1695511584,100.0,100.0,100.0,12.5,100.0,100.0,100.0,63.983050847457626,100.0,54.54545454545456,100.0,100.0,100.0,100.0
2023-09-23 23:27:24.622422832 +0000 UTC m=+78961.590497108,1695511644,,,100.0,0.0,100.0,100.0,100.0,69.7080291970803,100.0,58.82352941176471,100.0,,100.0,100.0
2023-09-23 23:28:25.057604789 +0000 UTC m=+79022.025679033,1695511705,100.0,100.0,100.0,12.499999999999995,100.0,100.0,100.0,64.8854961832061,100.0,52.77777777777778,100.0,100.0,100.0,100.0
2023-09-23 23:29:24.335917817 +0000 UTC m=+79081.303992062,1695511764,100.0,100.0,100.0,16.666666666666664,100.0,100.0,100.0,58.49056603773585,100.0,52.0,100.0,100.0,100.0,100.0
2023-09-23 23:30:25.175893597 +0000 UTC m=+79142.143967843,1695511825,,,100.0,0.0,100.0,100.0,100.0,64.11149825783971,100.0,55.319148936170215,100.0,,100.0,100.0
2023-09-23 23:31:25.214469788 +0000 UTC m=+79202.182544036,1695511885,100.0,100.0,100.0,25.0,100.0,100.0,100.0,65.14084507042253,100.0,64.0,100.0,100.0,100.0,100.0
2023-09-23 23:32:24.797650541 +0000 UTC m=+79261.765724780,1695511944,100.0,100.0,100.0,8.695652173913045,100.0,100.0,100.0,65.72237960339945,100.0,62.74509803921568,100.0,100.0,100.0,100.0
2023-09-23 23:33:24.791351801 +0000 UTC m=+79321.759426066,1695512004,,,100.0,14.285714285714285,100.0,100.0,100.0,60.94420600858369,100.0,56.25,100.0,,100.0,100.0
2023-09-23 23:34:24.897064625 +0000 UTC m=+79381.865138880,1695512064,,,100.0,6.666666666666668,100.0,100.0,100.0,64.56953642384107,100.0,53.061224489795904,100.0,,100.0,100.0
2023-09-23 23:35:24.878516588 +0000 UTC m=+79441.846590838,1695512124,100.0,100.0,100.0,12.5,100.0,100.0,100.0,36.18421052631579,100.0,42.85714285714287,100.0,100.0,100.0,100.0
2023-09-23 23:36:25.070569898 +0000 UTC m=+79502.038644137,1695512185,,,100.0,0.0,,100.0,100.0,24.390243902439032,100.0,0.0,100.0,,100.0,100.0
2023-09-23 23:37:24.754460702 +0000 UTC m=+79561.722534968,1695512244,,,100.0,0.0,,100.0,100.0,28.467153284671536,100.0,0.0,100.0,,100.0,100.0
2023-09-23 23:38:24.758365264 +0000 UTC m=+79621.726439509,1695512304,,,100.0,0.0,,100.0,100.0,21.804511278195488,100.0,0.0,100.0,,100.0,100.0
