time,timestamp,checkoutservice_currencyservice,frontend_recommendationservice,frontend_checkoutservice,recommendationservice_productcatalogservice,checkoutservice_shippingservice,frontend_shippingservice,checkoutservice_cartservice,checkoutservice_emailservice,checkoutservice_productcatalogservice,frontend_adservice,frontend_productcatalogservice,frontend_cartservice,frontend_currencyservice,checkoutservice_paymentservice
2023-09-22 17:45:01.44819225 +0000 UTC m=+145663.151377956,1695404701,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:46:01.845486617 +0000 UTC m=+145723.548672322,1695404761,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:47:01.567079172 +0000 UTC m=+145783.270264877,1695404821,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:48:01.419324103 +0000 UTC m=+145843.122509788,1695404881,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:49:01.552332588 +0000 UTC m=+145903.255518298,1695404941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:50:01.572991735 +0000 UTC m=+145963.276177426,1695405001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:51:02.024244199 +0000 UTC m=+146023.727429885,1695405062,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:52:01.617536669 +0000 UTC m=+146083.320722372,1695405121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:53:01.271377472 +0000 UTC m=+146142.974563183,1695405181,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:54:01.707730723 +0000 UTC m=+146203.410916410,1695405241,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:55:01.662283974 +0000 UTC m=+146263.365469665,1695405301,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:56:01.920976701 +0000 UTC m=+146323.624162426,1695405361,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:57:01.569387644 +0000 UTC m=+146383.272573338,1695405421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:58:01.484714068 +0000 UTC m=+146443.187899764,1695405481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 17:59:01.564934297 +0000 UTC m=+146503.268120036,1695405541,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 18:00:01.81927606 +0000 UTC m=+146563.522461794,1695405601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 18:01:01.405019701 +0000 UTC m=+146623.108205405,1695405661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 18:02:01.759962156 +0000 UTC m=+146683.463147864,1695405721,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-22 18:03:01.738344833 +0000 UTC m=+146743.441530535,1695405781,100.0,100.0,58.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.6236559139785,100.0,100.0
2023-09-22 18:04:02.09886751 +0000 UTC m=+146803.802053215,1695405842,100.0,100.0,55.55555555555557,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,87.12871287128714,100.0,100.0
