time,timestamp,frontend_shippingservice,frontend_cartservice,checkoutservice_productcatalogservice,checkoutservice_paymentservice,frontend_checkoutservice,recommendationservice_productcatalogservice,frontend_currencyservice,checkoutservice_shippingservice,frontend_productcatalogservice,checkoutservice_emailservice,frontend_adservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_cartservice
2023-09-23 18:09:24.659336924 +0000 UTC m=+59881.627411179,1695492564,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,78.26086956521739,100.0,,100.0
2023-09-23 18:10:25.257905444 +0000 UTC m=+59942.225979720,1695492625,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:11:24.616020213 +0000 UTC m=+60001.584094461,1695492684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:12:24.555669573 +0000 UTC m=+60061.523743819,1695492744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:13:24.337936726 +0000 UTC m=+60121.306011003,1695492804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:14:24.619985986 +0000 UTC m=+60181.588060252,1695492864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:15:24.607571206 +0000 UTC m=+60241.575645444,1695492924,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:16:24.573135036 +0000 UTC m=+60301.541209295,1695492984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:17:25.136651804 +0000 UTC m=+60362.104726048,1695493045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:18:24.44476966 +0000 UTC m=+60421.412843897,1695493104,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:19:24.947449368 +0000 UTC m=+60481.915523605,1695493164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:20:24.338410376 +0000 UTC m=+60541.306484643,1695493224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:21:24.566115614 +0000 UTC m=+60601.534189868,1695493284,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:22:24.728987258 +0000 UTC m=+60661.697061496,1695493344,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:23:24.515043733 +0000 UTC m=+60721.483117987,1695493404,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:24:25.062569188 +0000 UTC m=+60782.030643449,1695493465,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:25:24.382353135 +0000 UTC m=+60841.350427380,1695493524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:26:24.8153882 +0000 UTC m=+60901.783462469,1695493584,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:27:24.604439141 +0000 UTC m=+60961.572513379,1695493644,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:28:24.630656798 +0000 UTC m=+61021.598731065,1695493704,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:29:24.563478922 +0000 UTC m=+61081.531553175,1695493764,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2023-09-23 18:30:24.674444154 +0000 UTC m=+61141.642518419,1695493824,100.0,100.0,100.0,100.0,75.0,100.0,98.81656804733728,100.0,100.0,100.0,100.0,100.0,71.42857142857143,100.0
2023-09-23 18:31:25.31651653 +0000 UTC m=+61202.284590805,1695493885,100.0,100.0,100.0,100.0,67.10526315789474,100.0,95.79831932773108,100.0,100.0,100.0,100.0,100.0,76.47058823529412,100.0
2023-09-23 18:32:24.649048228 +0000 UTC m=+61261.617122489,1695493944,100.0,100.0,100.0,100.0,50.0,100.0,97.5095785440613,100.0,100.0,100.0,100.0,100.0,69.76744186046511,100.0
2023-09-23 18:33:25.572509636 +0000 UTC m=+61322.540583883,1695494005,100.0,100.0,100.0,100.0,38.46153846153846,100.0,97.42063492063492,100.0,100.0,100.0,100.0,100.0,76.92307692307693,100.0
2023-09-23 18:34:24.477845092 +0000 UTC m=+61381.445919339,1695494064,100.0,100.0,100.0,100.0,42.85741493748274,100.0,97.48549323017409,100.0,100.0,100.0,100.0,100.0,68.42105263157895,100.0
