Time,Timestamp,SuccessRate,Latency,CPUUsageRate(%),MemoryUsageRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%)
2023-09-24 17:31:00.854899976 +0000 UTC m=+143977.822974214,1695576660,100,1.4682591231921167,5.462646484375,2.8585799312601967,16.304184754170546,0.007999999999999998
2023-09-24 17:32:00.95260407 +0000 UTC m=+144037.920678313,1695576720,100,3.553938227737535,6.268310546875,2.8175500292977107,16.385955111684112,0.0075000000000000015
2023-09-24 17:33:00.89882161 +0000 UTC m=+144097.866895847,1695576780,100,3.0596563681426363,6.3690185546875,2.5028298327337994,16.416253078280725,0.01600000000000001
2023-09-24 17:34:00.811754004 +0000 UTC m=+144157.779828246,1695576840,100,3.2337165339182197,6.4697265625,2.5572231072418017,16.39864025067786,0.007999999999999998
2023-09-24 17:35:00.924072996 +0000 UTC m=+144217.892147233,1695576900,100,4.630744469525959,6.4697265625,2.631027692813259,16.420229381465305,0.007999999999999998
2023-09-24 17:36:00.913314048 +0000 UTC m=+144277.881388290,1695576960,100,4.243689806149011,6.4697265625,2.6445934618622102,16.40603178359153,0.008333333333333333
2023-09-24 17:37:00.899130307 +0000 UTC m=+144337.867204549,1695577020,100,2.7790346624999964,6.4697265625,2.707460184415056,16.421766234843393,0.008
2023-09-24 17:38:00.920149143 +0000 UTC m=+144397.888223380,1695577080,100,3.820544399582513,6.7718505859375,2.679954775759208,16.455357458678773,0.0085
2023-09-24 17:39:00.901022926 +0000 UTC m=+144457.869097162,1695577140,100,2.5377870268834335,6.7718505859375,2.667951080592401,16.435231997775222,0.007000000000000004
2023-09-24 17:40:01.112324994 +0000 UTC m=+144518.080399230,1695577201,100,3.5645540712468193,6.7718505859375,2.6008292498952423,16.434451373837145,0.19
2023-09-24 17:41:00.845203545 +0000 UTC m=+144577.813277782,1695577260,100,2.6696594460881786,6.7718505859375,2.8844947953586497,16.419790280500134,0.0046
2023-09-24 17:42:00.865187322 +0000 UTC m=+144637.833261568,1695577320,100,2.1138855360563173,6.7718505859375,2.4869164747779116,16.453015586864538,0.007999999999999998
2023-09-24 17:43:00.946485686 +0000 UTC m=+144697.914559923,1695577380,100,2.8560362276773335,6.7718505859375,2.52009377092417,16.45684552306073,0.007999999999999998
2023-09-24 17:44:00.910488851 +0000 UTC m=+144757.878563087,1695577440,100,2.320261362499998,6.7718505859375,2.607894847001413,16.442306402214044,0.0046
2023-09-24 17:45:00.792401939 +0000 UTC m=+144817.760476175,1695577500,100,3.709987077025155,6.87255859375,2.7380055262462677,16.468676854622206,0.007000000000000004
2023-09-24 17:46:00.821328049 +0000 UTC m=+144877.789402286,1695577560,100,4.391291490369431,6.87255859375,2.783824514398203,16.458699504913664,0.008
2023-09-24 17:47:00.900729791 +0000 UTC m=+144937.868804028,1695577620,100,3.750783244252693,6.87255859375,2.66912103083059,16.43893996148109,0.007999999999999998
2023-09-24 17:48:00.873963547 +0000 UTC m=+144997.842037783,1695577680,100,3.135344144948718,6.87255859375,2.6579046502922643,16.433158465439703,0.007000000000000004
2023-09-24 17:49:00.877080942 +0000 UTC m=+145057.845155180,1695577740,100,1.9393089325889512,6.87255859375,2.5586264656665025,16.46623740481572,0.0046
2023-09-24 17:50:00.938191738 +0000 UTC m=+145117.906265975,1695577800,100,3.5093682354152715,6.9732666015625,2.538751571011011,16.488485187050912,0.16000000000000003
2023-09-24 17:51:00.863775292 +0000 UTC m=+145177.831849529,1695577860,100,2.830215866666652,7.073974609375,3.2029810751946997,16.472262845837747,0.007999999999999998
2023-09-24 17:52:00.893480953 +0000 UTC m=+145237.861555190,1695577920,100,2.6658745072719965,7.073974609375,2.6853791369818913,16.496023086952967,0.009
2023-09-24 17:53:00.912663036 +0000 UTC m=+145297.880737274,1695577980,100,2.9920899018556986,7.073974609375,2.799078147905476,16.519222254612696,0.0046
2023-09-24 17:54:00.906093486 +0000 UTC m=+145357.874167723,1695578040,100,3.032290747536372,7.073974609375,2.8227324049801106,16.539518477002694,0.005
2023-09-24 17:55:00.905684935 +0000 UTC m=+145417.873759172,1695578100,100,3.0446689627595913,7.073974609375,2.489748096083655,16.538176779609127,0.009
2023-09-24 17:56:00.885397024 +0000 UTC m=+145477.853471260,1695578160,100,3.9929824917517274,7.073974609375,2.7806815805999863,16.524979356156013,0.005999999999999998
2023-09-24 17:57:00.97514443 +0000 UTC m=+145537.943218670,1695578220,100,2.902862542574135,7.073974609375,2.7952129885354227,16.540006366963993,0.0046
2023-09-24 17:58:00.952683313 +0000 UTC m=+145597.920757549,1695578280,100,2.654738297289912,7.073974609375,2.5173829270313752,16.54334841319889,0.0046
2023-09-24 17:59:00.947252027 +0000 UTC m=+145657.915326264,1695578340,100,3.2239828966302966,7.073974609375,2.5765637437624167,16.53600566928135,0.0046
2023-09-24 18:00:00.925337393 +0000 UTC m=+145717.893411629,1695578400,100,2.7058488607539917,7.073974609375,2.7048561603644106,16.561741864739826,0.007000000000000004
2023-09-24 18:01:00.881703864 +0000 UTC m=+145777.849778111,1695578460,100,2.6020128041468493,7.073974609375,2.7265873680809904,16.528589741869617,0.0075000000000000015
2023-09-24 18:02:00.901554275 +0000 UTC m=+145837.869628511,1695578520,100,2.308894931975976,7.073974609375,2.531486673087946,16.564376470530835,0.0046
